xs,ys,zs
200,150,1.484923155196477
217.35564591774562,150.15264434305166,1.438729447834274
241.12161975777877,150.26032469903453,1.3098647504936527
270.31466327415006,150.28551879549642,1.0854762494852472
299.32128795017417,150.20036606178212,0.8396438937771424
320.88242733363234,150.01940563855447,0.6768948326822339
333.5188375345901,149.79213619356617,0.6004032032757387
339.7061964784362,150.0618498001069,0.5734932350778692
342.7904896642079,149.8155445993169,0.5599066133390265
344.3085827005049,150.09137704500432,0.5573548797791508
344.7800943281108,149.84401817563946,0.5523486873502033
