xs,ys,zs
120,300,0.839397681287209
130,300,0.7651706669688173
140,300,0.6980813692267982
150,300,0.640168230029459
160,300,0.5931908691554404
170,300,0.5585766190371542
180,300,0.5373771559870886
190,300,0.5302365455452278
200,300,0.5373716728735325
210,300,0.5585656528100418
220,300,0.5931744198147718
230,300,0.6401462975752343
240,300,0.6980539536590173
250,300,0.7651377682874803
260,300,0.8393592994923158
270,300,0.9184632201432568
280,300,1.0000458449216778
290,300,1.0816281650826793
300,300,1.1607311718813609
310,300,1.2349511799990975
320,300,1.3020328623056217
330,300,1.3599377768326266
340,300,1.4069063038014713
350,300,1.4415111107797443
0,310,1.4850108850133756
10,310,1.4924945001884906
20,310,1.4850163681269317
30,310,1.4628037867602648
40,310,1.4265317435505533
50,310,1.377302406337885
60,310,1.3166116345282741
70,310,1.2463035281625507
80,310,1.168514395869781
90,310,1.0856078442105952
100,310,1.000102960687888
110,310,0.9145977725477609
120,310,0.8316903070363157
130,310,0.7538996516564469
140,310,0.6835894129687852
150,310,0.6228958996023961
160,310,0.5736632115981102
170,310,0.5373872083619415
180,310,0.5151700577339777
190,310,0.5076867471762825
200,310,0.5151645746204215
210,310,0.5373762421348292
220,310,0.5736467622574415
230,310,0.6228739671481713
240,310,0.6835619974010042
250,310,0.75386675297511
260,310,0.8316519252414225
270,310,0.9145539076393117
280,310,1.0000536126658823
290,310,1.0855530130750337
300,310,1.1684540816206632
310,310,1.2462377307998769
320,310,1.316540354052044
330,310,1.3772256427480987
340,310,1.4264494968472108
350,310,1.4627160569433661
0,320,1.492499678684627
10,320,1.5000986960440108
20,320,1.492505161798183
30,320,1.4699498803156816
40,320,1.4331182518281755
50,320,1.383129446891254
60,320,1.3215024009534235
70,320,1.2501096622711232
80,320,1.171120495477507
90,320,1.0869349695742676
100,320,1.0001110330495122
110,320,0.9132867919073372
120,320,0.8291003521518383
130,320,0.7501096622711232
140,320,0.6787147912668843
150,320,0.6170850037722759
160,320,0.5670928480437368
170,320,0.5302572595297733
180,320,0.5076974087859751
190,320,0.5000986960440108
200,320,0.5076919256724189
210,320,0.5302462933026609
220,320,0.5670763987030683
230,320,0.6170630713180512
240,320,0.6786873756991034
250,320,0.7500767635897863
260,320,0.8290619703569451
270,320,0.913242926998888
280,320,1.0000616850275068
290,320,1.086880138438706
300,320,1.1710601812283892
310,320,1.2500438649084493
320,320,1.3214311204771936
330,320,1.3830526833014676
340,320,1.433036005124833
350,320,1.469862150498783
0,330,1.485027334354044
10,330,1.492510949529159
20,330,1.4850328174676002
30,330,1.4628202361009333
40,330,1.4265481928912218
50,330,1.3773188556785536
60,330,1.3166280838689426
70,330,1.2463199775032194
80,330,1.1685308452104495
90,330,1.0856242935512637
100,330,1.0001194100285564
110,330,0.9146142218884293
120,330,0.8317067563769842
130,330,0.7539161009971154
140,330,0.6836058623094536
150,330,0.6229123489430646
160,330,0.5736796609387786
170,330,0.5374036577026099
180,330,0.5151865070746461
190,330,0.507703196516951
200,330,0.5151810239610899
210,330,0.5373926914754975
220,330,0.57366321159811
230,330,0.6228904164888398
240,330,0.6835784467416727
250,330,0.7538832023157784
260,330,0.831668374582091
270,330,0.9145703569799801
280,330,1.0000700620065508
290,330,1.0855694624157022
300,330,1.1684705309613317
310,330,1.2462541801405456
320,330,1.3165568033927124
330,330,1.3772420920887671
340,330,1.4264659461878793
350,330,1.4627325062840346
0,340,1.4628211499531927
10,340,1.4699620650124732
20,340,1.462826633066749
30,340,1.44163173927798
40,340,1.407021449186151
50,340,1.36004743910375
60,340,1.302137041463189
70,340,1.2350498760431083
80,340,1.1608243848118156
90,340,1.0817158948995778
100,340,1.0001280916250204
110,340,0.918539983733043
120,340,0.8394305799685459
130,340,0.7652035656501541
140,340,0.6981142679081351
150,340,0.6402011287107958
160,340,0.5932237678367773
170,340,0.558609517718491
180,340,0.5374100546684254
190,340,0.5302694442265647
200,340,0.5374045715548692
210,340,0.5585985514913786
220,340,0.5932073184961086
230,340,0.640179196256571
240,340,0.6980868523403543
250,340,0.7651706669688172
260,340,0.8393921981736527
270,340,0.9184961188245937
280,340,1.0000787436030147
290,340,1.0816610637640163
300,340,1.1607640705626978
310,340,1.2349840786804345
320,340,1.3020657609869588
330,340,1.3599706755139638
340,340,1.4069392024828085
350,340,1.4415440094610814
0,350,1.4265561129441364
10,350,1.433137442725622
20,350,1.4265615960576925
30,350,1.407028455386806
40,350,1.3751315947253477
50,350,1.3318402442056259
60,350,1.2784698405127553
70,350,1.2166420580066246
80,350,1.1482355349670763
90,350,1.0753287921204118
100,350,1.000137077838904
110,350,0.9249450589399765
120,350,0.8520374022410525
130,350,0.7836293561144053
140,350,0.7217994412863361
150,350,0.6684262960366876
160,350,0.625131594725348
170,350,0.5932307740374325
180,350,0.5736930641052493
190,350,0.5671120389411834
200,350,0.5736875809916931
210,350,0.5932198078103201
220,350,0.6251151453846793
230,350,0.6684043635824628
240,350,0.7217720257185551
250,350,0.7835964574330684
260,350,0.8519990204461594
270,350,0.9249011940315273
280,350,1.0000877298168984
290,350,1.0752739609848503
300,350,1.1481752207179585
310,350,1.2165762606439507
320,350,1.2783985600365253
330,350,1.3317634806158396
340,350,1.3750493480220052
350,350,1.4069407255699073
